ORF_ID,KO_ID,KO_Function,KO_Score,Secondary_KO_ID,Secondary_KO_Score
k127_10170447_5,,,,,
k127_4461165_4,,,21,K01214,2
k127_2902629_1,K00998,pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8],427,,
k127_2902629_2,K01262,pepP; Xaa-Pro aminopeptidase [EC:3.4.11.9],432,,
k127_2902629_3,,,181,K02482,12
k127_2902629_4,K11753,ribF; riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2],307,,
k127_2902629_5,K03980,"murJ, mviN; putative peptidoglycan lipid II flippase",338,,
k127_2694420_1,,,9,K07003,4
k127_9444995_1,K03696,clpC; ATP-dependent Clp protease ATP-binding subunit ClpC,615,,
k127_8926109_1,,,11,K01895,3
k127_98343_1,,,14,K14059,2
k127_5289781_1,K02005,ABC.CD.TX; HlyD family secretion protein,11,,
k127_514798_1,,,27,K13730,3
k127_3837832_2,K18138,"acrB, mexB, adeJ, smeE, mtrD, cmeB; multidrug efflux pump",799,,
k127_6639818_1,,,12,K01925,2
k127_1760449_2,,,20,K02355,4
k127_4563715_5,,,14,K27601,3
k127_6224540_11,K01153,"hsdR; type I restriction enzyme, R subunit [EC:3.1.21.3]",362,,
k127_4771966_1,,,12,K04043,1
k127_4461246_1,K06177,rluA; tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase [EC:5.4.99.28 5.4.99.29],259,,
k127_1552559_2,,,15,K02038,4
k127_4461251_1,,,19,K01960,3
k127_8615024_3,,,30,K16695,19
k127_9028372_1,,,13,K03566,7
k127_7055983_1,,,13,K12257,2
k127_3006379_2,,,13,K02117,3
k127_3421647_3,K01666,mhpE; 4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39],20,,
k127_3421647_4,K01652,"E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]",289,,
k127_9235643_4,,,37,K06919,18
k127_8509179_1,,,58,K01179,2
k127_7160436_2,K01006,"ppdK; pyruvate, orthophosphate dikinase [EC:2.7.9.1]",713,,
k127_9547057_1,,,14,K02029,4
k127_4356299_2,,,109,,
k127_1242570_1,,,34,K01200,21
k127_9130805_1,,,26,K00568,21
k127_10482792_1,K07452,mcrB; 5-methylcytosine-specific restriction enzyme B [EC:3.1.21.-],50,,
k127_7886841_2,K01190,lacZ; beta-galactosidase [EC:3.2.1.23],135,K01195,28
k127_3734066_1,K03169,topB; DNA topoisomerase III [EC:5.6.2.1],261,,
k127_9028453_2,,,11,K00121,3
k127_9028453_3,,,10,K00963,3
k127_8718498_1,,,25,K26252,2
k127_7262962_1,K01687,ilvD; dihydroxy-acid dehydratase [EC:4.2.1.9],397,,
k127_7262962_2,K01278,"DPP4, CD26; dipeptidyl-peptidase 4 [EC:3.4.14.5]",365,K18574,26
k127_1343343_1,K18889,"mdlA, smdA; ATP-binding cassette, subfamily B, multidrug efflux pump",122,K06147,16
k127_1343343_2,K18888,"efrB, efrF; ATP-binding cassette, subfamily B, multidrug efflux pump",58,K06147,37
k127_3941477_8,K03699,"tlyC; magnesium and cobalt exporter, CNNM family",14,,
k127_3941477_14,,,139,,
k127_10794388_1,,,11,K05807,4
k127_8509256_3,,,14,K03546,6
k127_9547132_1,,,14,K03242,2
k127_8405912_1,,,12,K21572,6
k127_7990905_1,,,10,K02761,5
k127_1552735_8,K08300,rne; ribonuclease E [EC:3.1.26.12],503,,
k127_3527045_2,,,10,K00384,10
k127_2072035_2,,,16,K04477,3
k127_2489850_1,,,17,K00265,3
k127_6850333_1,,,58,,
k127_8301776_1,,,13,K00645,6
k127_7990923_1,,,18,K02217,3
k127_10275283_2,,,12,K03699,2
k127_308137_1,K09458,"fabF, OXSM, CEM1; 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]",137,K00647,35
k127_4044047_3,K03797,"E3.4.21.102, prc, ctpA; carboxyl-terminal processing protease [EC:3.4.21.102]",213,,
k127_9445274_1,K07482,"K07482; transposase, IS30 family",74,,
k127_11002295_1,,,112,,
k127_11002295_2,,,12,K02434,4
k127_11002295_4,K03424,tatD; TatD DNase family protein [EC:3.1.21.-],142,,
k127_7575689_1,,,31,K16092,11
k127_4356463_3,,,233,,
k127_4356463_4,,,241,,
k127_10170773_3,,,31,K01652,2
k127_6224797_1,,,9,K00627,2
k127_6640082_1,,,12,K02355,2
k127_6640082_3,,,11,K06894,2
k127_4667949_1,,,36,K01991,11
k127_8821795_1,,,108,,
k127_6537842_2,,,17,K11021,7
k127_3421899_1,,,40,K13735,8
k127_11002381_4,,,25,K23514,6
k127_3838149_2,,,15,K00123,3
k127_2384296_1,,,9,K23186,5
k127_6746165_4,K02313,dnaA; chromosomal replication initiator protein,300,,
k127_6850438_5,K02838,"frr, MRRF, RRF; ribosome recycling factor",192,,
k127_929699_1,,,13,K12053,2
k127_5707244_1,K07263,pqqL; zinc protease [EC:3.4.24.-],215,,
k127_308331_1,K03271,"gmhA, lpcA; D-sedoheptulose 7-phosphate isomerase [EC:5.3.1.28]",221,,
k127_308331_3,,,22,K01002,1
k127_308331_4,K00133,asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11],377,,
k127_1343639_3,K27802,acnA; aconitate hydratase A / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99],151,,
k127_6952323_2,K03150,thiH; 2-iminoacetate synthase [EC:4.1.99.19],522,,
k127_929723_8,K00873,"PK, pyk; pyruvate kinase [EC:2.7.1.40]",454,,
k127_5290142_3,,,27,K17108,9
k127_9235944_40,,,231,K06441,11
k127_98865_1,,,15,K02025,4
k127_8718716_1,,,13,K11069,8
k127_8718716_3,K06223,dam; DNA adenine methylase [EC:2.1.1.72],59,,
k127_1035324_10,,,13,K06196,3
k127_4148386_1,,,11,K01205,8
k127_2903076_1,,,25,K19081,2
k127_7366756_1,,,15,K03529,4
k127_7160744_1,K02111,"ATPF1A, atpA; F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]",188,,
k127_7160744_2,K02115,"ATPF1G, atpG; F-type H+-transporting ATPase subunit gamma",324,,
k127_7160744_3,K02112,"ATPF1B, atpD; F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]",589,,
k127_4564082_2,,,12,K11733,4
k127_10586331_2,K11991,tadA; tRNA(adenine34) deaminase [EC:3.5.4.33],148,,
k127_4668142_1,,,9,K02851,4
k127_4668142_2,,,15,K18138,2
k127_11412527_2,,,14,K02414,3
k127_7783308_1,,,25,K01911,2
k127_929818_1,,,39,K03529,9
k127_6746282_1,,,33,K01873,3
k127_2800372_3,K21572,"susD; starch-binding outer membrane protein, SusD/RagB family",20,,
k127_8926576_4,,,11,K02379,2
k127_619378_1,K25314,"FKGP, fkp; fucokinase / fucose-1-phosphate guanylyltransferase [EC:2.7.1.52 2.7.7.30]",36,,
k127_11311575_9,,,451,,
k127_10794683_2,K28013,E4.3.1.12; ornithine cyclodeaminase [EC:4.3.1.12],244,,
k127_5913559_2,,,103,K15921,19
k127_3941840_1,K09015,sufD; Fe-S cluster assembly protein SufD,265,,
k127_7680848_1,K02115,"ATPF1G, atpG; F-type H+-transporting ATPase subunit gamma",192,,
k127_8406242_2,,,19,K12373,2
k127_10483185_1,,,7,K01873,7
k127_308509_3,K21573,susC; TonB-dependent starch-binding outer membrane protein SusC,493,,
k127_929909_1,,,15,K09949,2
k127_5707420_2,K01270,pepD; dipeptidase D [EC:3.4.13.-],200,,
k127_5187001_1,K07496,K07496; putative transposase,254,,
k127_1139316_1,K04043,"dnaK, HSPA9; molecular chaperone DnaK",434,,
k127_1451903_1,,,31,K01007,4
k127_929933_2,K03696,clpC; ATP-dependent Clp protease ATP-binding subunit ClpC,669,,
k127_9964273_3,K03529,smc; chromosome segregation protein,286,,
k127_7366881_1,,,62,K07263,23
k127_2072451_3,,,73,,
k127_4253675_2,K03631,recN; DNA repair protein RecN (Recombination protein N),381,,
k127_9131296_2,,,19,K01915,4
k127_9131296_3,,,14,K13292,6
k127_1035496_3,,,26,K20509,4
k127_3734475_2,,,14,K06076,5
k127_2280298_1,,,8,K21636,5
k127_99101_1,,,21,K03100,2
k127_9236183_4,,,5,K01890,1
k127_10898885_1,,,307,,
k127_7680945_1,,,18,K03585,2
k127_8200489_1,,,72,K17736,3
k127_515471_3,K16898,addA; ATP-dependent helicase/nuclease subunit A [EC:5.6.2.4 3.1.-.-],517,,
k127_2175266_2,,,33,K07140,1
k127_2800542_7,K00790,murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7],439,,
k127_9445683_1,K12257,secDF; SecD/SecF fusion protein,449,,
k127_7366997_1,,,13,K03112,6
k127_2800559_8,,,23,K07486,2
k127_1451997_2,,,18,K21498,4
k127_1243191_1,,,43,K03701,2
k127_7991330_1,K00789,"metK, MAT; S-adenosylmethionine synthetase [EC:2.5.1.6]",404,,
k127_7991330_6,,,12,K00525,3
k127_7991330_8,K01869,"LARS, leuS; leucyl-tRNA synthetase [EC:6.1.1.4]",844,,
k127_5290436_1,,,15,K01011,2
k127_2903281_1,K00971,"manC, cpsB; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]",300,,
k127_2072572_1,,,17,K19231,3
k127_6746481_11,,,31,K22719,8
k127_4044485_2,,,14,K01873,7
k127_1243231_1,K03929,pnbA; para-nitrobenzyl esterase [EC:3.1.1.-],124,,
k127_930124_5,,,25,K18326,7
k127_3216175_1,K07133,K07133; uncharacterized protein,193,,
k127_7263456_2,K01153,"hsdR; type I restriction enzyme, R subunit [EC:3.1.21.3]",472,,
k127_5913752_2,,,12,K02469,8
k127_3422303_1,,,57,,
k127_8926824_1,K07133,K07133; uncharacterized protein,64,,
k127_10483380_1,,,31,K00821,2
k127_7472426_4,,,391,K21573,152
k127_7472426_5,,,13,K21572,5
k127_7367099_2,K01218,"gmuG; mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]",19,,
k127_7367099_3,,,14,K01060,4
k127_2695131_1,,,12,K02819,3
k127_8406430_1,K02316,dnaG; DNA primase [EC:2.7.7.101],141,,
k127_4668436_1,,,14,K00009,4
k127_5603448_3,K00351,nqrF; Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:7.2.1.1],430,,
k127_1968491_2,,,40,K02564,5
k127_3216248_1,K07792,dcuB; anaerobic C4-dicarboxylate transporter DcuB,240,,
k127_8302282_1,,,16,K24118,6
k127_8302282_3,,,9,K02003,3
k127_10171270_1,K06207,"typA, bipA; GTP-binding protein",315,,
k127_10171270_2,K01915,"glnA, GLUL; glutamine synthetase [EC:6.3.1.2]",680,,
k127_10899057_1,,,15,K18369,2
k127_10899057_2,,,9,K02037,2
k127_9652599_1,K07386,pepO; putative endopeptidase [EC:3.4.24.-],122,,
k127_4253898_1,,,18,K03973,6
k127_10275855_1,K03495,"gidA, mnmG, MTO1; tRNA uridine 5-carboxymethylaminomethyl modification enzyme",560,,
k127_10275855_3,K03703,uvrC; excinuclease ABC subunit C,496,,
k127_9652610_6,K12132,"prkC, stkP; eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]",354,,
k127_1968539_1,,,26,K18676,2
k127_10379395_2,,,13,K03181,2
k127_9652615_9,K01972,"E6.5.1.2, ligA, ligB; DNA ligase (NAD+) [EC:6.5.1.2]",523,,
k127_11210437_4,,,403,K21573,68
k127_11210437_6,,,95,K07648,44
k127_1452126_3,K01190,lacZ; beta-galactosidase [EC:3.2.1.23],276,K12111,83
k127_6746608_1,K01928,"murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]",215,,
k127_4148831_2,,,22,K03646,2
k127_3007070_1,,,11,K00362,4
k127_7991479_3,K02519,"infB, MTIF2; translation initiation factor IF-2",1422,,
k127_7991479_7,K00962,"pnp, PNPT1; polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]",1290,,
k127_4253952_4,,,16,K20391,2
k127_1243510_2,K03470,rnhB; ribonuclease HII [EC:3.1.26.4],201,,
k127_10483522_3,,,10,K03168,3
k127_2280587_1,K03234,EEF2; elongation factor 2,177,,
k127_10171392_1,,,11,K11717,3
k127_4148871_1,K07014,K07014; uncharacterized protein,242,,
k127_4148871_2,,,973,,
k127_4148871_3,K06178,rluB; 23S rRNA pseudouridine2605 synthase [EC:5.4.99.22],216,,
k127_4148871_5,,,22,K04783,4
k127_4148871_6,K01270,pepD; dipeptidase D [EC:3.4.13.-],483,,
k127_4148871_8,K03657,"uvrD, pcrA; ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]",574,,
k127_4148871_10,,,28,K12268,2
k127_4148871_11,,,15,K02638,2
k127_99511_1,K04485,"radA, sms; DNA repair protein RadA/Sms",461,,
k127_5497310_5,K00390,cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10],20,,
k127_10379485_4,,,16,K12555,3
k127_8200682_3,,,12,K00783,5
k127_9756786_1,,,19,K03701,3
k127_4044657_3,,,18,K02200,3
k127_2072817_2,,,17,K18912,2
k127_1761301_8,K01704,"leuD, IPMI-S; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]",159,K20453,25
k127_1658379_2,,,13,K07335,4
k127_2072834_1,,,18,K04652,4
k127_2072834_2,,,12,K26288,9
k127_6538449_4,,,21,K08301,5
k127_8406567_1,K01953,"asnB, ASNS; asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]",567,,
k127_3422486_2,,,30,K03046,3
k127_515850_2,,,206,K01198,13
k127_6019797_2,K03614,rnfD; H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D [EC:7.1.1.11 7.2.1.2],288,,
k127_6019797_6,K01876,"DARS2, aspS; aspartyl-tRNA synthetase [EC:6.1.1.12]",426,,
k127_5084667_2,,,,,
k127_9756842_2,,,23,K23509,1
k127_7367316_2,,,38,K03733,20
k127_2800852_9,,,16,K27261,3
k127_7263693_2,,,28,K12525,3
k127_1344456_1,,,16,K00036,2
k127_1344456_2,,,,,
k127_515885_2,,,48,K02519,3
k127_5396658_2,,,26,K01243,3
k127_10276031_1,,,10,K07126,3
k127_1139868_2,,,13,K11755,2
k127_1139868_3,,,17,K01885,2
k127_1139868_12,,,13,K07261,2
k127_1139868_13,,,13,K07518,2
k127_3527791_3,,,14,K01868,2
k127_3527791_5,K03111,ssb; single-strand DNA-binding protein,21,,
k127_3527791_6,,,11,K00615,2
k127_3527791_7,K01710,"rfbB, rmlB, rffG; dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]",12,,
k127_3527791_8,,,13,K02111,3
k127_2593271_2,,,17,K03977,9
k127_4876463_3,K13292,"lgt, umpA; phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]",198,,
k127_2384967_6,,,8,K01885,4
k127_8927091_1,,,9,K02314,4
k127_1761402_2,,,,,
k127_4148999_3,K03702,uvrB; excinuclease ABC subunit B,848,,
k127_2695401_2,,,14,K08478,3
k127_5084759_8,,,12,K01448,3
k127_6952911_1,K02469,gyrA; DNA gyrase subunit A [EC:5.6.2.2],777,,
k127_620021_1,,,267,,
k127_1865182_1,,,10,K07308,2
k127_9652879_1,,,199,K21573,76
k127_1658522_1,K22132,tcdA; tRNA threonylcarbamoyladenosine dehydratase,159,,
k127_10171569_1,,,6,K06147,3
k127_5810962_2,K03773,fklB; FKBP-type peptidyl-prolyl cis-trans isomerase FklB [EC:5.2.1.8],155,K03772,38
k127_6952942_1,,,12,K07811,4
k127_6952942_4,,,14,K02002,8
k127_99836_1,,,20,K23349,2
k127_7576433_1,,,40,K08659,23
k127_10899391_2,,,26,K27884,17
k127_4980604_1,K07491,rayT; REP-associated tyrosine transposase,13,,
k127_99861_1,,,150,K16028,13
k127_3838840_30,K02823,pyrDII; dihydroorotate dehydrogenase electron transfer subunit,173,,
k127_3838840_31,K01591,pyrF; orotidine-5'-phosphate decarboxylase [EC:4.1.1.23],181,,
k127_7991716_1,,,,,
k127_7576442_1,,,170,,
k127_4772987_1,,,22,K04487,2
k127_1344643_1,,,17,K00123,2
k127_4876629_1,,,11,K16842,10
k127_8510191_1,,,12,K20961,1
k127_10690499_1,K03798,"ftsH, hflB; cell division protease FtsH [EC:3.4.24.-]",512,,
k127_5707928_2,,,12,K03732,7
k127_11105995_1,,,12,K00287,2
k127_1865273_1,,,15,K03655,2
k127_4773026_4,,,184,K03593,40
k127_1553915_2,,,187,,
k127_1036191_1,,,11,K07133,9
k127_1036191_3,K19157,yafQ; mRNA interferase YafQ [EC:3.1.-.-],73,,
k127_1036191_4,,,,,
k127_6953023_1,,,9,K02854,3
k127_9757073_3,,,438,,
k127_11003215_1,,,12,K02682,2
k127_4773050_2,K21636,nrdD; ribonucleoside-triphosphate reductase (formate) [EC:1.1.98.6],448,,
k127_10690541_1,,,8,K02965,3
k127_10690541_2,,,12,K00564,2
k127_10690541_3,,,117,,
k127_10690541_6,,,130,,
k127_2801071_1,,,15,K04041,2
k127_5187521_1,,,19,K03219,3
k127_7263899_1,,,18,K06894,13
k127_3838923_2,,,8,K05813,2
k127_5290975_4,,,27,K21001,6
k127_4668924_1,K16692,etk-wzc; tyrosine-protein kinase Etk/Wzc [EC:2.7.10.3],195,K00903,28
k127_1140147_1,K00370,"narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]",712,,
k127_620200_2,K07486,K07486; transposase,31,,
k127_8200995_9,,,13,K09972,3
k127_8200995_10,,,16,K07812,2
k127_413423_2,,,28,K01951,2
k127_4564835_1,K03798,"ftsH, hflB; cell division protease FtsH [EC:3.4.24.-]",579,,
k127_7161463_2,K07484,K07484; transposase,17,,
k127_3942625_1,K06881,nrnA; bifunctional oligoribonuclease and PAP phosphatase NrnA [EC:3.1.3.7 3.1.13.3],130,,
k127_10276296_1,,,12,K03284,3
k127_5497645_2,K00767,"nadC, QPRT; nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]",241,,
k127_5497645_3,,,38,K09607,3
k127_5497645_4,,,33,K16899,14
k127_5497645_5,,,181,K16898,12
k127_5084955_1,,,10,K09458,5
k127_9236872_1,,,9,K07272,5
k127_4045038_4,,,24,K01190,16
k127_9131940_9,K08600,srtB; sortase B [EC:3.4.22.71],16,,
k127_3735208_1,,,46,K20319,5
k127_7991926_1,,,26,K00373,4
k127_4462423_11,K02337,dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7],497,,
k127_11106146_1,K21572,"susD; starch-binding outer membrane protein, SusD/RagB family",14,K01854,8
k127_5291105_1,,,20,K06595,4
k127_4149262_1,,,13,K03106,8
k127_7367744_2,K07001,K07001; NTE family protein,276,,
k127_6953213_1,K00688,"PYG, glgP; glycogen phosphorylase [EC:2.4.1.1]",352,,
k127_3216879_2,,,14,K18303,2
k127_620380_1,,,15,K01524,2
k127_9548255_3,,,16,K03294,2
k127_4149293_4,,,10,K09812,4
k127_2695726_2,K17828,pyrDI; dihydroorotate dehydrogenase (NAD+) catalytic subunit [EC:1.3.1.14],103,,
k127_1761803_1,K17686,"copA, ctpA, ATP7; P-type Cu+ transporter [EC:7.2.2.8]",319,,
k127_2801296_3,,,201,,
k127_3320482_5,K03076,secY; preprotein translocase subunit SecY,228,,
k127_9757332_1,,,72,K07316,8
k127_7576730_1,,,19,K02343,2
k127_4045212_1,K01006,"ppdK; pyruvate, orthophosphate dikinase [EC:2.7.9.1]",759,,
k127_4254577_1,,,7,K17713,5
k127_7888138_1,,,20,K19353,18
k127_1658898_1,K01812,uxaC; glucuronate isomerase [EC:5.3.1.12],558,,
k127_9965200_3,,,61,,
k127_7161676_1,,,,,
k127_6020297_1,,,10,K00526,3
k127_6020297_2,,,22,K00826,2
k127_2073392_1,K02548,"menA; 1,4-dihydroxy-2-naphthoate polyprenyltransferase [EC:2.5.1.74]",182,,
k127_2073392_3,,,10,K16693,3
k127_2073392_4,,,12,K16693,4
k127_1345072_5,,,13,K02750,2
k127_11211058_2,,,125,K10742,26
k127_7888154_2,,,21,K08086,3
k127_6434703_4,,,12,K26288,8
k127_8927492_1,,,12,K20276,3
k127_100362_1,K15986,ppaC; manganese-dependent inorganic pyrophosphatase [EC:3.6.1.1],255,,
k127_9132123_1,K02314,dnaB; replicative DNA helicase [EC:5.6.2.3],69,,
k127_2801367_3,,,15,K02086,2
k127_6225967_2,K01880,"GARS, glyS1; glycyl-tRNA synthetase [EC:6.1.1.14]",193,,
k127_8201251_1,K01895,"ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]",369,,
k127_6225982_1,,,111,,
k127_9860478_1,K03043,rpoB; DNA-directed RNA polymerase subunit beta [EC:2.7.7.6],742,,
k127_7681750_1,,,441,K03555,15
k127_10380099_3,,,42,K18138,3
k127_2176056_1,,,13,K01434,2
k127_10587386_3,,,46,K00014,4
k127_3735410_2,,,14,K02003,2
k127_6226012_3,,,15,K02047,3
k127_9653357_2,,,194,,
k127_2176087_5,,,22,K25875,3
k127_9237146_1,K00602,purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10],275,K01492,11
k127_413735_1,K00647,fabB; 3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41],17,,
k127_1140635_1,,,13,K03687,2
k127_9237182_4,,,224,,
k127_3528359_2,,,211,K11527,26
k127_8201364_1,,,8,K02469,4
k127_2695928_3,,,13,K24118,4
k127_5811486_5,K01825,fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8],1410,,
k127_6953469_3,,,11,K01736,4
k127_4462691_2,K03495,"gidA, mnmG, MTO1; tRNA uridine 5-carboxymethylaminomethyl modification enzyme",606,,
k127_10899881_1,,,10,K03701,6
k127_1554400_2,K03324,yjbB; phosphate:Na+ symporter,270,,
k127_7368037_2,K01754,"E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]",345,,
k127_7368037_3,K07335,"bmpA, bmpB, tmpC; basic membrane protein A and related proteins",136,,
k127_5397306_4,,,318,K21573,93
k127_826991_2,K03042,"rpoA2; DNA-directed RNA polymerase subunit A"" [EC:2.7.7.6]",277,,
k127_2695979_1,,,112,,
k127_9965379_1,,,65,,
k127_413810_2,,,445,,
k127_6331744_1,,,9,K07177,3
k127_8303213_1,,,345,K21573,30
k127_5708411_1,K12524,thrA; bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3],501,,
k127_4981165_1,K05349,bglX; beta-glucosidase [EC:3.2.1.21],440,,
k127_4045460_2,,,15,K09947,2
k127_7368105_1,,,94,K04780,8
k127_6747376_3,K01153,"hsdR; type I restriction enzyme, R subunit [EC:3.1.21.3]",243,,
k127_9030060_1,K02355,"fusA, GFM, EFG; elongation factor G",527,,
k127_6747382_1,,,11,K05515,3
k127_9030063_1,K01006,"ppdK; pyruvate, orthophosphate dikinase [EC:2.7.9.1]",873,,
k127_309943_5,K03100,lepB; signal peptidase I [EC:3.4.21.89],107,,
k127_4357896_2,,,10,K05522,4
k127_2593983_1,,,14,K06911,2
k127_3528464_1,,,70,K08309,11
k127_3528464_2,,,14,K01750,3
k127_3528464_3,,,14,K03979,4
k127_7577049_1,K03733,xerC; integrase/recombinase XerC,235,,
k127_7577049_2,K20862,yigB; FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.102 3.1.3.104],137,,
k127_7577049_3,K03657,"uvrD, pcrA; ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]",136,,
k127_6020539_1,,,13,K04031,2
k127_9030123_1,,,13,K12574,3
k127_413879_1,K01187,malZ; alpha-glucosidase [EC:3.2.1.20],33,,
k127_413879_2,,,16,K03308,2
k127_10691133_1,,,13,K15580,3
k127_10796047_1,,,,,
k127_11106607_2,,,22,K14205,2
k127_5811614_3,K01814,hisA; phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16],224,,
k127_7161957_5,,,15,K15652,2
k127_7577064_2,,,15,K21572,10
k127_3839439_1,,,18,K02396,4
k127_5604411_1,,,225,,
k127_5604411_2,,,21,K00325,7
k127_5604411_3,K02314,dnaB; replicative DNA helicase [EC:5.6.2.3],362,,
k127_3007931_4,K01689,"ENO1_2_3, eno; enolase 1/2/3 [EC:4.2.1.11]",480,,
k127_4045546_2,,,,,
k127_1140898_2,K00333,nuoD; NADH-quinone oxidoreductase subunit D [EC:7.1.1.2],130,K13378,49
k127_9965498_1,,,31,K07354,2
k127_2073735_3,K00060,tdh; threonine 3-dehydrogenase [EC:1.1.1.103],12,,
k127_7264421_1,,,17,K01924,8
k127_7577096_1,K02014,TC.FEV.OM; iron complex outermembrane recepter protein,118,,
k127_9030165_1,,,43,K07644,4
k127_6435066_3,,,61,K07317,13
k127_11211408_1,,,20,K15353,3
k127_2281460_3,,,9,K03644,5
k127_9548661_3,K02004,ABC.CD.P; putative ABC transport system permease protein,24,,
k127_4254921_1,K01142,"xthA, xth; exodeoxyribonuclease III [EC:3.1.11.2]",337,,
k127_3217390_6,,,46,K00033,2
k127_4358026_1,K06180,rluD; 23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23],93,K06179,38
k127_8720202_2,K01190,lacZ; beta-galactosidase [EC:3.2.1.23],310,,
k127_11211444_2,,,13,K02004,1
k127_11211447_1,,,10,K01883,9
k127_6747495_1,,,20,K01823,3
k127_3943185_3,,,34,K16092,6
k127_2904370_1,,,15,K02397,4
k127_516686_2,,,24,K02563,2
k127_8201588_3,,,35,K02319,2
k127_9653640_1,,,16,K03633,2
k127_9653640_2,K01934,MTHFS; 5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2],108,,
k127_2696157_2,,,15,K13747,3
k127_8720237_1,,,12,K01697,6
k127_413982_2,,,21,K12524,2
k127_8823378_1,,,13,K01092,3
k127_5708613_2,,,11,K01912,2
k127_2696183_2,K01937,"pyrG, CTPS; CTP synthase [EC:6.3.4.2]",306,,
k127_7473435_1,,,14,K03424,2
k127_1141052_2,,,526,K21573,53
k127_3423482_1,K05366,mrcA; penicillin-binding protein 1A [EC:2.4.99.28 3.4.16.4],403,,
k127_3423482_3,K01811,"xylS, yicI; alpha-D-xyloside xylohydrolase [EC:3.2.1.177]",340,,
k127_3423482_4,K01190,lacZ; beta-galactosidase [EC:3.2.1.23],358,,
k127_1345570_2,,,25,K00632,2
k127_2281548_1,,,12,K19231,4
k127_3008062_4,K00784,rnz; ribonuclease Z [EC:3.1.26.11],215,,
k127_3008062_5,,,7,K00166,6
k127_3008062_6,K21470,"ycbB; L,D-transpeptidase YcbB",117,,
k127_6122965_15,,,14,K07218,2
k127_6435180_2,,,50,K02483,14
k127_6435180_3,,,102,K11906,3
k127_10900196_3,,,15,K23537,8
k127_10900196_5,,,17,K05878,4
k127_10900196_6,,,15,K03346,1
k127_10900196_7,,,19,K03702,6
k127_4981433_4,,,11,K01883,2
k127_5085572_2,,,438,,
k127_101008_7,K06871,K06871; uncharacterized protein,144,,
k127_101008_9,,,17,K00233,3
k127_827370_1,K03111,ssb; single-strand DNA-binding protein,20,,
k127_827370_2,,,10,K03559,2
k127_6747568_2,,,9,K06941,8
k127_7577236_1,,,133,K03407,25
k127_2594167_1,,,28,K01176,3
k127_3217515_1,K00948,"PRPS, prsA; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]",227,,
k127_3217515_2,,,16,K09015,4
k127_5188172_2,K00013,hisD; histidinol dehydrogenase [EC:1.1.1.23],484,,
