KO,EC,RXN
K10804,,R01274  palmitoyl-CoA hydrolase
K10805,,R01274  palmitoyl-CoA hydrolase
K10806,,R01274  palmitoyl-CoA hydrolase
K10823,,
K10829,,
K10837,,R08223  L-seryl-tRNA(Sec) kinase
K10843,,
K10844,,
K10850,,
K10854,,R05735  acetone:carbon-dioxide ligase (AMP-forming)
K10855,,R05735  acetone:carbon-dioxide ligase (AMP-forming)
K10857,,
K10906,,
K10907,,
K10909,,
K10912,,
K10914,,
K10924,,
K10939,,
K10941,,
K10942,,
K10943,,
K10953,,
K10960,,R02063  geranylgeranyl reductase;R08754  dihydrogeranylgeranyl-diphosphate:NADP+ oxidoreductase;R08755  tetrahydrogeranylgeranyl-diphosphate:NADP+ oxidoreductase;R08756  phytyl-diphosphate:NADP+ oxidoreductase;R11226  bacteriochlorophyll a:NADP+ oxidoreductase (geranylgeranyl-reducing);R11518  bacteriochlorophyll-b:NADP+ oxidoreductase (geranylgeranyl-reducing)
K10972,,
K10974,,
K10975,,
K10979,,
K11004,,
K11005,,
K11016,,
K11017,,
K11021,,
K11031,,
K11036,,
K11054,,
K11066,,
K11068,,
K11069,,
K11070,,
K11071,,
K11072,,
K11073,,
K11074,,
K11075,,
K11076,,
K11084,,
K11085,,
K11102,,
K11103,,
K11104,,
K11105,,
K11106,,
K11139,,
K11144,,
K11175,,R04325  10-formyltetrahydrofolate:5'-phosphoribosylglycinamide formyltransferase;R04326
K11177,,R01768  hypoxanthine:NAD+ oxidoreductase;R02103  xanthine:NAD+ oxidoreductase
K11178,,R01768  hypoxanthine:NAD+ oxidoreductase;R02103  xanthine:NAD+ oxidoreductase
K11179,,
K11183,,
K11192,,R08559  protein-N(pi)-phosphohistidine:N-acetylmuramate 6-phosphotransferase
K11202,,
K11203,,
K11206,,R12024  N-(4-oxoglutaryl)-L-cysteinylglycine amidohydrolase
K11209,,
K11211,,R09767  ATP:(KDO)-lipid IVA 3-deoxy-alpha-D-manno-oct-2-ulopyranose 4-phosphotransferase
K11216,,"R11183  ATP:(S)-4,5-dihydroxypentane-2,3-dione 5-phosphotransferase"
K11249,,
K11263,,R00742  acetyl-CoA:carbon-dioxide ligase (ADP-forming);R01859  propanoyl-CoA:carbon-dioxide ligase (ADP-forming);R04385  biotin-carboxyl-carrier-protein:carbon-dioxide ligase (ADP-forming);R13256  very-long-chain acyl-CoA:carbon-dioxide ligase (ADP-forming)
K11334,,"R09053  3-vinylbacteriochlorophyllide a:ferredoxin 7,8-oxidoreductase;R09060  3-hydroxyethylbacteriochlorophyllide-a:ferredoxin oxidoreductase"
K11384,,
K11386,,
K11391,,R07234  S-adenosyl-L-methionine:rRNA (guanine-N2-)-methyltransferase
K11392,,
K11442,,
K11444,,
K11523,,
K11526,,
K11527,,
K11533,,"R01624  acetyl-CoA:[acyl-carrier-protein] S-acetyltransferase;R01626  malonyl-CoA:[acyl-carrier-protein] S-malonyltransferase;R04355  acyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating);R04428  (3R)-3-hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase;R04429  butyryl-[acp]:NAD+ trans-2-oxidoreductase;R04533  (3R)-3-hydroxybutanoyl-[acyl-carrier protein]:NADP+ oxidoreductase;R04534  (3R)-3-hydroxydecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase;R04535  (3R)-3-hydroxydecanoyl-[acyl-carrier-protein] hydro-lyase;R04536  (3R)-3-hydroxyoctanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase;R04537  (3R)-3-hydroxyoctanoyl-[acyl-carrier-protein] hydro-lyase;R04543  (3R)-3-hydroxypalmitoyl-[acyl-carrier-protein]:NADP+ oxidoreductase;R04544  (3R)-3-hydroxypalmitoyl-[acyl-carrier-protein] hydro-lyase;R04566  (3R)-3-hydroxytetradecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase;R04568  (3R)-3-hydroxytetradecanoyl-[acyl-carrier-protein] hydro-lyase;R04724  dodecanoyl-[acp]:NAD+ trans-2-oxidoreductase;R04726  dodecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating);R04952  butyryl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating);R04953  (3R)-3-hydroxyhexanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase;R04954  (3R)-3-hydroxyhexanoyl-[acyl-carrier-protein] hydro-lyase;R04955  hexanoyl-[acp]:NAD+ trans-2-oxidoreductase;R04957  hexanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating);R04958  octanoyl-[acp]:NAD+ trans-2-oxidoreductase;R04960  octanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating);R04961  decanoyl-[acp]:NAD+ trans-2-oxidoreductase;R04963  decanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating);R04964  (3R)-3-hydroxydodecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase;R04965  (3R)-3-hydroxydodecanoyl-[acyl-carrier-protein] hydro-lyase;R04966  tetradecanoyl-[acp]:NAD+ trans-2-oxidoreductase;R04968  tetradecanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating);R04969  hexadecanoyl-[acp]:NAD+ trans-2-oxidoreductase;R07762;R07763;R07764;R07765  octadecanoyl-[acp]:NAD+ trans-2-oxidoreductase;R10700  palmitoyl-[acp]:CoA S-palmitoyltransferase;R12328  acyl-CoA:malonyl-CoA C-acyltransferase (decarboxylating, oxoacyl- and enoyl-reducing, NADH);R13255  acyl-CoA:malonyl-CoA C-acyltransferase (decarboxylating, oxoacyl- and enoyl-reducing, NADH, very-long-chain acyl-CoA forming)"
K11534,,
K11537,,
K11600,,
K11604,,
K11605,,
K11606,,
K11607,,
K11614,,
K11617,,
K11618,,
K11626,,
K11632,,
K11633,,
K11636,,
K11645,,"R01068  D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming);R01070  beta-D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming);R01829  sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase;R02568  D-fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase"
K11688,,
K11689,,
K11690,,
K11695,,R08778  glycyl-tRNA:undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-(glycyl)3-D-alanyl-D-alanine glycyltransferase
K11717,,R03599  L-selenocysteine selenide-lyase (L-alanine-forming);R11528  L-cysteine:sulfur-acceptor sulfurtransferase
K11719,,
K11720,,
K11732,,
K11733,,
K11735,,
K11736,,
K11737,,
K11738,,
K11739,,
K11744,,
K11745,,
K11746,,
K11747,,
K11748,,
K11749,,
K11750,,
K11751,,R00183  adenosine 5'-monophosphate phosphohydrolase;R00511  cytidine-5'-monophosphate phosphohydrolase;R00963  uridine 5'-monophosphate phosphohydrolase;R01126  inosine 5'-monophosphate phosphohydrolase;R01227  guanosine 5'-monophosphate phosphohydrolase;R01569  thymidylate 5'-phosphohydrolase;R01664  2'-deoxycytidine 5'-monophosphate phosphohydrolase;R01968  2'-deoxyguanosine 5'-monophosphate phosphohydrolase;R02088  2'-deoxyadenosine 5'-monophosphate phosphohydrolase;R02102  2'-deoxyuridine 5'-monophosphate phosphohydrolase;R02323  nicotinamide ribonucleotide phosphohydrolase;R02719  xanthosine 5'-phosphate phosphohydrolase;R03346  nicotinate D-ribonucleotide phosphohydrolase;R12958  dIMP phosphohydrolase
K11752,,"R03458  5-amino-6-(5-phosphoribitylamino)uracil:NADP+ 1'-oxidoreductase;R03459  2,5-diamino-6-hydroxy-4-(5-phosphoribosylamino)-pyrimidine 2-aminohydrolase"
K11753,,R00161  ATP:FMN adenylyltransferase;R00549  ATP:riboflavin 5'-phosphotransferase
K11754,,"R00942  tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming);R02237  7,8-dihydropteroate:L-glutamate ligase (ADP-forming);R04241  tetrahydropteroyl-gamma-polyglutamate:L-glutamate gamma-ligase (ADP-forming)"
K11755,,"R04035  phosphoribosyl-ATP pyrophosphohydrolase;R04037  1-(5-phospho-D-ribosyl)-AMP 1,6-hydrolase"
K11779,,"R12161  5-amino-6-(D-ribitylamino)uracil:L-tyrosine 4-hydroxybenzyltransferase;R12162  5-amino-5-(4-hydroxybenzyl)-6-(D-ribitylimino)-5,6-dihydrouracil ammonia-lyase (7,8-didemethyl-8-hydroxy-5-deazariboflavin-forming)"
K11781,,R12161  5-amino-6-(D-ribitylamino)uracil:L-tyrosine 4-hydroxybenzyltransferase
K11783,,R08587  futalosine ribohydrolase
K11784,,R08588  dehypoxanthine futalosine:S-adenosyl-L-methionine oxidoreductase (cyclizing)
K11891,,
K11892,,
K11893,,
K11895,,
K11896,,
K11898,,
K11900,,
K11901,,
K11902,,
K11904,,
K11905,,
K11906,,
K11907,,
K11910,,
K11911,,
K11912,,
K11915,,
K11921,,
K11922,,
K11924,,
K11925,,
K11927,,
K11928,,
K11929,,
K11931,,
K11935,,
K11936,,
K11937,,
K11938,,
K11939,,
K11940,,
K11941,,
K11942,,
K11952,,
K11956,,
K11959,,
K11960,,
K11961,,
K11962,,
K11963,,
K11991,,R10223  tRNA(adenine34) aminohydrolase
K12053,,
K12056,,
K12057,,
K12058,,
K12060,,
K12063,,
K12065,,
K12068,,
K12071,,
K12072,,
K12080,,
K12082,,
K12083,,
K12088,,
K12090,,
K12092,,
K12093,,
K12095,,
K12097,,
K12103,,
K12109,,
K12111,,R01678  lactose galactohydrolase;R06114
K12113,,
K12132,,
K12137,,
K12141,,
K12251,,R01152  N-carbamoylputrescine amidohydrolase
K12255,,R01990  4-guanidinobutanoate amidinohydrolase
K12256,,R08714  putrescine:pyruvate aminotransferase
K12257,,
K12264,,
K12265,,
K12268,,
K12279,,
K12280,,
K12282,,
K12283,,
K12284,,
K12297,,R07234  S-adenosyl-L-methionine:rRNA (guanine-N2-)-methyltransferase
K12308,,R01105  galactan galactohydrolase
K12339,,R03132  O-acetyl-L-serine:thiosulfate 2-amino-2-carboxyethyltransferase
K12340,,
K12342,,
K12368,,
K12369,,
K12372,,
K12373,,R00022  chitobiose N-acetylglucosaminohydrolase;R03492  GalNAc-beta1->4Gal-beta1->4Glc-beta1->1'Cer (GA2) N-acetylhexosaminohydrolase;R04184  globoside N-acetylhexosaminohydrolase;R04586  N-acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide N-acetylhexosaminohydrolase;R05963;R06001;R06004;R07809;R07810;R11316;R12963  gangliotriaosylceramide-II3-sulfate N-acetylgalactosaminohydrolase
K12410,,R10633  ;R10634
K12421,,
K12428,,R13274  meromycolic-acid:holo-[acp Pks13] ligase
K12434,,
K12435,,
K12437,,R13275  
K12444,,
K12452,,"R03391  CDP-4-dehydro-3,6-dideoxy-D-glucose:NAD+ 3-oxydoreductase;R03392  CDP-4-dehydro-3,6-dideoxy-D-glucose:NADP+ 3-oxydoreductase"
K12472,,
K12506,,R05633  CTP: 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase;R05637  2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol CMP-lyase (cyclizing)
K12507,,
K12510,,
K12511,,
K12512,,
K12516,,
K12524,,R00480  ATP:L-aspartate 4-phosphotransferase;R01773  L-homoserine:NAD+ oxidoreductase;R01775  L-homoserine:NADP+ oxidoreductase
K12525,,R00480  ATP:L-aspartate 4-phosphotransferase;R01773  L-homoserine:NAD+ oxidoreductase;R01775  L-homoserine:NADP+ oxidoreductase
K12526,,"R00451  meso-2,6-diaminoheptanedioate carboxy-lyase (L-lysine-forming);R00480  ATP:L-aspartate 4-phosphotransferase"
K12527,,R07229  ferricytochrome c:selenite oxidoreductase
K12528,,R07229  ferricytochrome c:selenite oxidoreductase
K12529,,R07229  ferricytochrome c:selenite oxidoreductase
K12536,,
K12537,,
K12542,,
K12544,,
K12552,,
K12553,,
K12554,,R08780  L-alanyl-tRNA:undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-(L-alanyl)-D-alanyl-D-alanine alanyltransferase
K12555,,
K12573,,
K12574,,
K12582,,"R10303  dTDP-4-acetamido-4,6-dideoxy-alpha-D-galactose:lipid II 4-acetamido-4,6-dideoxy-D-galactosyltransferase"
K12658,,R03296  trans-4-hydroxy-L-proline 2-epimerase
K12661,,R03774  L-rhamnonate hydro-lyase
K12678,,
K12684,,
K12685,,
K12686,,
K12687,,
K12689,,
K12743,,"R04870  L-2-aminohexanedioate:L-cysteine:L-valine ligase (AMP-forming, valine-inverting)"
K12748,,R07402  (7R)-7-(4-carboxybutanamido)cephalosporanate amidohydrolase
K12787,,
K12790,,
K12940,,
K12941,,
K12942,,
K12943,,
K12945,,
K12950,,
K12952,,
K12957,,R00746  ethanol:NADP+ oxidoreductase;R03581  geraniol:NADP+ oxidoreductase;R08083
K12960,,R00193  S-adenosyl-L-homocysteine aminohydrolase;R09660  S-methyl-5'-thioadenosine amidohydrolase
K12962,,
K12963,,
K12969,,
K12972,,R00465  glycolate:NADP+ oxidoreductase;R01388  D-glycerate:NAD+ 2-oxidoreductase;R01392  D-glycerate:NADP+ 2-oxidoreductase;R02527  (R)-lactaldehyde:NAD+ oxidoreductase
K12973,,R11223  1-palmitoyl-2-acyl-sn-glycero-3-phosphocholine:lipid A in lipopolysaccharide palmitoyltransferase;R12187  1-palmitoyl-2-acyl-sn-glycero-3-phosphocholine:lipid-IVA palmitoyltransferase;R12200  1-palmitoyl-2-acyl-sn-glycero-3-phosphocholine:deacyl-lipid-IVA palmitoyltransferase;R12206  1-palmitoyl-2-acyl-sn-glycero-3-phosphocholine:lipid-IIA palmitoyltransferase;R12211  1-palmitoyl-2-acyl-sn-glycero-3-phosphocholine:KDO2-lipid-A palmitoyltransferase
K12974,,R10906  (9Z)-hexadec-9-enoyl-[acyl-carrier protein]:KDO2-lipid IVA O-palmitoleoyltransferase
K12982,,
K12984,,
K12989,,
K12993,,
K12994,,
K12997,,
K12998,,
K12999,,
K13000,,
K13001,,
K13004,,
K13007,,
K13010,,"R10460  GDP-4-amino-4,6-dideoxy-alpha-D-mannose:2-oxoglutarate aminotransferase"
K13014,,R07662  4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol amidohydrolase
K13015,,R00421  UDP-N-acetyl-D-glucosamine:NAD+ 6-oxidoreductase
K13017,,"R10141  UDP-2-acetamido-3-amino-2,3-dideoxy-alpha-D-glucuronate:2-oxoglutarate aminotransferase"
K13018,,"R10100  acetyl-CoA:UDP-2-acetamido-3-amino-2,3-dideoxy-alpha-D-glucuronate 3-N-acetyltransferase"
K13038,,R03269  N-[(R)-4'-phosphopantothenoyl]-L-cysteine carboxy-lyase;R04231  (R)-4'-phosphopantothenate:L-cysteine ligase
K13040,,
K13041,,
K13063,,R08956  (2S)-2-amino-4-deoxychorismate:L-glutamate aminotransferase
K13069,,R08057  GTP:GTP guanylyltransferase
K13075,,R08970  N-acyl-L-homoserine-lactone lactonohydrolase
K13195,,
K13243,,R08991  cyclic bis(3->5')diguanylate 3-guanylylhydrolase
K13276,,
K13280,,
K13283,,
K13284,,
K13285,,
K13287,,
K13288,,
K13290,,R00585  L-serine:pyruvate aminotransferase
K13292,,
K13306,,R05687  dTDP-4-keto-6-deoxyglucose reductase
K13378,,R11945  NADH:ubiquinone oxidoreductase
K13381,,"R01206  [1,4-(N-acetyl-beta-D-glucosaminyl)]n glycanohydrolase;R02334  [1,4-(N-acetyl-beta-D-glucosaminyl)]n glycanohydrolase"
K13409,,
K13444,,
K13481,,R01768  hypoxanthine:NAD+ oxidoreductase;R02103  xanthine:NAD+ oxidoreductase
K13482,,R01768  hypoxanthine:NAD+ oxidoreductase;R02103  xanthine:NAD+ oxidoreductase
K13497,,R00985  chorismate pyruvate-lyase (amino-accepting; anthranilate-forming);R00986  chorismate pyruvate-lyase (amino-accepting);R01073  N-(5-phospho-D-ribosyl)anthranilate:pyrophosphate phosphoribosyl-transferase
K13498,,R03508  1-(2-carboxyphenylamino)-1-deoxy-D-ribulose-5-phosphate carboxy-lyase(cyclizing);R03509  N-(5-phospho-beta-D-ribosyl)anthranilate ketol-isomerase
K13503,,R00985  chorismate pyruvate-lyase (amino-accepting; anthranilate-forming);R00986  chorismate pyruvate-lyase (amino-accepting)
K13525,,
K13527,,
K13529,,
K13530,,
K13532,,
K13541,,R05180  S-adenosyl-L-methionine:precorrin-3B C17-methyltransferase;R05809;R07772  cobalt-precorrin 5A acylhydrolase;R11580  S-adenosyl-L-methionine:cobalt-factor III 17-methyltransferase (ring contracting)
K13542,,R03165  hydroxymethylbilane hydro-lyase(cyclizing);R03194  S-adenosyl-L-methionine:uroporphyrinogen-III C-methyltransferase
K13552,,R08896  paromamine:oxygen 6'-oxidoreductase
K13566,,R00269  2-oxoglutaramate amidohydrolase;R00348  2-oxosuccinamate amidohydrolase
K13571,,R11207  [prokaryotic ubiquitin-like protein]:[protein]-L-lysine ligase (ADP-forming)
K13572,,
K13574,,R01370  phenyllactate:NAD+ oxidoreductase;R01371  phenyllactate:NADP+ oxidoreductase;R03337  (R)-3-(4-hydroxyphenyl)lactate:NAD+ 2-oxidoreductase;R03339  (R)-3-(4-hydroxyphenyl)lactate:NADP+ 2-oxidoreductase
K13581,,
K13582,,
K13583,,
K13587,,
K13589,,
K13598,,
K13599,,
K13620,,
K13629,,
K13632,,
K13634,,
K13635,,
K13637,,
K13638,,
K13641,,
K13643,,
K13652,,
K13653,,
K13655,,
K13656,,"R09641  UDP-glucose:ditrans,octacis-undecaprenyl-phosphate glucose phosphotransferase"
K13657,,"R09733  GDP-mannose:D-Glc-beta-(1->4)-Glc-alpha-1-diphospho-ditrans,octacis-undecaprenol 3-alpha-mannosyltransferase"
K13663,,
K13664,,
K13665,,
K13683,,
K13684,,
K13686,,
K13688,,
K13689,,
K13695,,
K13722,,
K13730,,
K13731,,
K13732,,
K13733,,
K13735,,
K13740,,
K13745,,"R07650  L-2,4-diaminobutanoate carboxy-lyase"
K13747,,R09081  carboxyspermidine carboxy-lyase (spermidine-forming);R09082  carboxynorspermidine carboxy-lyase (norspermidine-forming)
K13787,,"R01658  dimethylallyl-diphosphate:isopentenyl-diphosphate dimethylallyltranstransferase;R02003  geranyl-diphosphate:isopentenyl-diphosphate geranyltrans-transferase;R02061  trans,trans-farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase"
K13788,,R00230  acetyl-CoA:phosphate acetyltransferase;R00921  propanoyl-CoA:phosphate propanoyltransferase
K13789,,"R01658  dimethylallyl-diphosphate:isopentenyl-diphosphate dimethylallyltranstransferase;R02003  geranyl-diphosphate:isopentenyl-diphosphate geranyltrans-transferase;R02061  trans,trans-farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase"
K13795,,
K13796,,
K13798,,
K13815,,
K13819,,
K13820,,
K13821,,R00245  L-glutamate gamma-semialdehyde:NAD+ oxidoreductase;R00707  (S)-1-pyrroline-5-carboxylate:NAD+ oxidoreductase;R00708  (S)-1-pyrroline-5-carboxylate:NADP+ oxidoreductase;R01253  L-proline:quinone oxidoreductase;R04444  L-1-pyrroline-3-hydroxy-5-carboxylate:NAD+ oxidoreductase;R04445  L-1-pyrroline-3-hydroxy-5-carboxylate:NADP+ oxidoreductase;R05051  L-erythro-4-hydroxyglutamate:NAD+ oxidoreductase;R13148
K13854,,
K13875,,R02522  L-arabinonate hydro-lyase
K13888,,
K13889,,
K13890,,
K13892,,
K13893,,
K13894,,
K13895,,
K13896,,
K13918,,
K13920,,"R02376  propane-1,2-diol hydro-lyase"
K13921,,"R02377  propane-1,3-diol:NAD+ 1-oxidoreductase"
K13924,,
K13925,,
K13926,,
K13928,,
K13929,,R08944  acetyl-[acyl-carrier-protein]: malonate S-[acyl-carrier-protein]transferase
K13930,,R09675  ATP:3'-dephospho-CoA 5-triphospho-alpha-D-ribosyltransferase
K13932,,
K13936,,
K13938,,"R00936  5,6,7,8-tetrahydrofolate:NAD+ oxidoreductase;R00939  5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase;R11019  5,6,7,8-tetrahydromonapterin:NADP+ oxidoreductase"
K13940,,"R03503  ATP:6-hydroxymethyl-7,8-dihydropterin 6'-diphosphotransferase;R03504  7,8-dihydroneopterin glycolaldehyde-lyase [6-(hydroxymethyl)-7,8-dihydropterin-forming]"
K13941,,"R03066  6-(hydroxymethyl)-7,8-dihydropterin:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase;R03067  (7,8-dihydropterin-6-yl)methyl diphosphate:4-aminobenzoate 2-amino-4-hydroxy-7,8-dihydropteridine-6-methenyltransferase;R03503  ATP:6-hydroxymethyl-7,8-dihydropterin 6'-diphosphotransferase"
K13942,,"R04455  hydrogen:N5,N10-methenyltetraydromethanopterin oxidoreductase"
K13953,,"R00623  primary_alcohol:NAD+ oxidoreductase;R00754  ethanol:NAD+ oxidoreductase;R02124  retinol:NAD+ oxidoreductase;R04880  3,4-dihydroxyphenylethyleneglycol:NAD+ oxidoreductase;R05233  trans-3-chloro-2-propene-1-ol:NAD+ oxidoreductase;R05234  cis-3-chloro-2-propene-1-ol:NAD+ oxidoreductase;R06917  1-hydroxymethylnaphthalene:NAD+ oxidoreductase;R06927  (2-naphthyl)methanol:NAD+ oxidoreductase;R07105  trichloroethanol:NAD+ oxidoreductase;R08281  alcophosphamide:NAD+ oxidoreductase;R08306  2-phenyl-1,3-propanediol monocarbamate:NAD+ oxidoreductase;R08310  4-hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one:NAD+ oxidoreductase"
K13954,,"R00623  primary_alcohol:NAD+ oxidoreductase;R00754  ethanol:NAD+ oxidoreductase;R04880  3,4-dihydroxyphenylethyleneglycol:NAD+ oxidoreductase;R05233  trans-3-chloro-2-propene-1-ol:NAD+ oxidoreductase;R05234  cis-3-chloro-2-propene-1-ol:NAD+ oxidoreductase;R06917  1-hydroxymethylnaphthalene:NAD+ oxidoreductase;R06927  (2-naphthyl)methanol:NAD+ oxidoreductase"
K13979,,R00746  ethanol:NADP+ oxidoreductase;R01041  glycerol:NADP+ oxidoreductase
K13993,,
K14051,,
K14052,,
K14053,,
K14054,,
K14055,,
K14056,,
K14057,,
K14058,,
K14059,,
K14062,,
K14063,,
K14067,,R01256  (S)-malate:CoA ligase (ADP-forming)
K14087,,
K14107,,
K14120,,
K14136,,"R10095  trans,octacis-decaprenylphospho-beta-D-ribofuranose 5-phosphate:diphosphate phospho-alpha-D-ribosyltransferase"
K14153,,R03223  2-methyl-4-amino-5-hydroxymethylpyrimidine-diphosphate:4-methyl-5-(2-phosphoethyl)-thiazole 2-methyl-4-aminopyridine-5-methenyltransferase;R03471  ATP:4-amino-5-hydroxymethyl-2-methylpyrimidine 5-phosphotransferase;R04509  ATP:4-amino-2-methyl-5-phosphomethylpyrimidine phosphotransferase;R10712  2-methyl-4-amino-5-hydroxymethylpyrimidine-diphosphate:2-(2-carboxy-4-methylthiazol-5-yl)ethyl phosphate 2-methyl-4-aminopyrimidine-5-methenyltransferase
K14155,,R00782  L-cysteine hydrogen-sulfide-lyase (deaminating; pyruvate-forming);R01286  L-cystathionine L-homocysteine-lyase (deaminating; pyruvate-forming);R02408  L-cystine thiocysteine-lyase (deaminating; pyruvate-forming);R04941  selenocystathionine L-homocysteine-lyase (deaminating);R12188  L-cysteine-S-conjugate thiol-lyase (deaminating; 2-aminoprop-2-enoate-forming)
K14161,,
K14162,,
K14164,,R03654  glycine:tRNA(Gly) ligase (AMP-forming)
K14170,,R00691  L-arogenate hydro-lyase (decarboxylating; L-phenylalanine-forming);R01373  prephenate hydro-lyase (decarboxylating; phenylpyruvate-forming);R01715  chorismate pyruvatemutase
K14187,,R01715  chorismate pyruvatemutase;R01728  prephenate:NAD+ oxidoreductase(decarboxylating)
K14193,,
K14194,,
K14201,,
K14202,,
K14205,,
K14244,,R09195  malonyl-CoA:L-glutamine amido-ligase (AMP-forming);R11515  malonyl-[acyl-carrier protein]:L-glutamine amido-ligase (AMP-forming)
K14260,,R00258  L-alanine:2-oxoglutarate aminotransferase;R01215  L-valine:pyruvate aminotransferase
K14261,,
K14266,,R09570  L-tryptophan:FADH2 oxidoreductase (7-halogenating)
K14337,,
K14338,,"R03629  melatonin,NADPH---hemoprotein reductase:oxygen oxidoreductase;R04121  fatty acid,reduced-flaboprotein:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing);R05259  parathion,NADPH---hemoprotein reductase:oxygen oxidoreductase (paraoxon-forming)"
K14339,,
K14347,,
K14348,,
K14392,,
K14393,,
K14414,,
K14415,,
K14441,,"R10652  [ribosomal protein uS12]-L-aspartate:sulfur-donor,S-adenosyl-L-methionine C3-methylthiotransferase"
K14445,,
K14466,,R09279  4-hydroxybutanoate:CoA ligase (AMP-forming)
K14471,,R00406  succinyl-CoA:(S)-malate CoA-transferase;R03154  succinyl-CoA:(S)-citramalate CoA-transferase
K14540,,
K14564,,
K14583,,"R04117  naphthalene-1,2-diol:oxygen oxidoreductase"
K14587,,
K14588,,
K14597,,R07544  ;R07546
K14623,,
K14645,,
K14647,,
K14652,,"R00425  GTP 7,8-8,9-dihydrolase (diphosphate-forming);R07281  D-ribulose 5-phosphate formate-lyase (L-3,4-dihydroxybutan-2-one 4-phosphate-forming)"
K14654,,"R09375  2,5-diamino-6-(5-phospho-D-ribitylamino)pyrimidin-4(3H)-one:NAD+ 1'-oxidoreductase;R09376  2,5-diamino-6-(5-phospho-D-ribitylamino)pyrimidin-4(3H)-one:NADP+ 1'-oxidoreductase"
K14681,,R00259  acetyl-CoA:L-glutamate N-acetyltransferase;R01086  2-(Nomega-L-arginino)succinate arginine-lyase (fumarate-forming)
K14682,,R00259  acetyl-CoA:L-glutamate N-acetyltransferase
K14698,,
K14699,,
K14731,,R03751  epsilon-caprolactone lactonohydrolase;R06390  monoterpene epsilon-lactone hydrolase;R06391  isopropenylmethyloxepan-2-one lactonohydrolase;R06392  4-isopropenyl-7-methyloxepan-2-one lactonohydrolase;R06393  monoterpene epsilon-lactone hydrolase
K14742,,
K14743,,
K14744,,
K14761,,
K14949,,
K14953,,
K14956,,
K14977,,R05554  ureidoglycine aminohydrolase
K14978,,
K14980,,
K14981,,
K14983,,
K15011,,
K15012,,
K15019,,R03045  3-hydroxypropionyl-CoA hydro-lyase
K15051,,
K15125,,
K15255,,
K15256,,
K15257,,
K15268,,
K15342,,
K15347,,
K15352,,
K15353,,
K15366,,
K15371,,R00243  L-glutamate:NAD+ oxidoreductase (deaminating)
K15372,,R00908  beta-alanine:2-oxoglutarate aminotransferase;R01684  taurine:2-oxoglutarate aminotransferase
K15396,,
K15449,,
K15460,,
K15461,,R00601  S-adenosyl-L-methionine:tRNA 5-methylaminomethyl-2-thiouridine methyltransferase;R08702  tRNA containing 5-carboxymethylaminomethyl-2-thiouridine:oxygen oxidoreductase
K15475,,
K15477,,
K15519,,R01666  ATP:deoxycitidine 5'-phosphotransferase;R02089  ATP:deoxyadenosine 5'-phosphotransferase
K15521,,
K15524,,R09645  
K15527,,
K15531,,
K15532,,
K15539,,
K15540,,
K15547,,
K15551,,
K15553,,
K15554,,
K15555,,
K15576,,
K15580,,
K15581,,
K15582,,
K15583,,
K15584,,
K15585,,
K15598,,
K15599,,
K15633,,"R01518  D-phosphoglycerate 2,3-phosphomutase"
K15634,,"R01518  D-phosphoglycerate 2,3-phosphomutase"
